datetime_utc,prediction
2024-12-30 09:00:00+00:00,0.0013939191139411
2024-12-30 10:00:00+00:00,0.0013939191139411
2024-12-30 11:00:00+00:00,0.0013939191139411
2024-12-30 12:00:00+00:00,0.0013939191139411
2024-12-30 13:00:00+00:00,0.0013939191139411
2024-12-30 14:00:00+00:00,0.0013939191139411
2024-12-30 15:00:00+00:00,0.0013939191139411
2024-12-30 16:00:00+00:00,10.199784115737405
2024-12-30 17:00:00+00:00,22.82374744315849
2024-12-30 18:00:00+00:00,22.82374744315849
2024-12-30 19:00:00+00:00,22.82374744315849
2024-12-30 20:00:00+00:00,22.82374744315849
2024-12-30 21:00:00+00:00,22.82374744315849
2024-12-30 22:00:00+00:00,14.225552579501263
2024-12-30 23:00:00+00:00,6.418928562506788
2024-12-31 00:00:00+00:00,0.0013939191139411
2024-12-31 01:00:00+00:00,0.0013939191139411
2024-12-31 02:00:00+00:00,0.0013939191139411
2024-12-31 03:00:00+00:00,0.0013939191139411
2024-12-31 04:00:00+00:00,0.0013939191139411
2024-12-31 05:00:00+00:00,0.0013939191139411
2024-12-31 06:00:00+00:00,0.0013939191139411
2024-12-31 07:00:00+00:00,0.0013939191139411
2024-12-31 08:00:00+00:00,0.0013939191139411
2024-12-31 09:00:00+00:00,0.0013939191139411
2024-12-31 10:00:00+00:00,0.0013939191139411
2024-12-31 11:00:00+00:00,0.0013939191139411
2024-12-31 12:00:00+00:00,0.0013939191139411
2024-12-31 13:00:00+00:00,0.0013939191139411
2024-12-31 14:00:00+00:00,0.0013939191139411
2024-12-31 15:00:00+00:00,0.0013939191139411
2024-12-31 16:00:00+00:00,10.199784115737405
2024-12-31 17:00:00+00:00,16.76738861788618
2024-12-31 18:00:00+00:00,22.526424711691533
2024-12-31 19:00:00+00:00,31.044157646556503
2024-12-31 20:00:00+00:00,31.044157646556503
2024-12-31 21:00:00+00:00,22.526424711691533
2024-12-31 22:00:00+00:00,18.155678544636164
2024-12-31 23:00:00+00:00,10.199784115737405
